CLST704341	PF01424,	Predicted_RNA-binding_protein	Eubacterium_rectale	Healthycore
CLST307641	PF01138,	Polyribonucleotide_nucleotidyltransferase_(polynucleotide_phosphorylase)	unknown	Healthycore
CLST174942	PF01645,	Glutamate_synthase_domain_2	unknown	Healthycore
CLST174942	PF01493,	Glutamate_synthase_domain_2	unknown	Healthycore
CLST174942	PF04898,	Glutamate_synthase_domain_2	unknown	Healthycore
CLST174942	PF00310,	Glutamate_synthase_domain_2	unknown	Healthycore
CLST657138	PF00515,	hypothetical_protein	Clostridiales	Healthycore
CLST196745	PF00037,	Predicted_NADH:ubiquinone_oxidoreductase,_subunit_RnfC	Faecalibacterium_prausnitzii	Healthycore
CLST458940	PF02342,	Uncharacterized_proteins_involved_in_stress_response,_homologs_of_TerZ_and_putative_cAMP-binding_protein_CABP1	Clostridiales	Healthycore
CLST395847	PF00475,	Imidazoleglycerol-phosphate_dehydratase	uncultured_organism	Healthycore
CLST007844	PF12186,	Acyl-CoA_dehydrogenases	unknown	Healthycore
CLST007844	PF02770,	Acyl-CoA_dehydrogenases	unknown	Healthycore
CLST363919	PF00821,	Phosphoenolpyruvate_carboxykinase_(GTP)	unknown	Healthycore
CLST204028	PF10418,	2-polyprenylphenol_hydroxylase_and_related_flavodoxin_oxidoreductases	unknown	Healthycore
CLST022715	PF09043,	Aminomutase	unknown	Healthycore
CLST006421	PF03764,	Translation_elongation_factors_(GTPases)	unknown	Healthycore
CLST006421	PF00679,	Translation_elongation_factors_(GTPases)	unknown	Healthycore
CLST224632	PF02446,	4-alpha-glucanotransferase	Faecalibacterium_prausnitzii	Healthycore
CLST019142	PF01268,	Formyltetrahydrofolate_synthetase	unknown	Healthycore
CLST392667	PF00216,	Bacterial_nucleoid_DNA-binding_protein	Dialister_invisus	Healthycore
CLST020368	PF01431,	Predicted_metalloendopeptidase	unknown	Healthycore
CLST020368	PF05649,	Predicted_metalloendopeptidase	unknown	Healthycore
CLST019091	PF03544,	Protein_transporter	unknown	Healthycore
CLST622899	PF07194,	Chemotaxis_protein_histidine_kinase_and_related_kinases	Roseburia_intestinalis	Healthycore
CLST012569	PF01654,	Cytochrome_bd-type_quinol_oxidase,_subunit_1	Bacteroides	Healthycore
CLST484885	PF00709,	Adenylosuccinate_synthase	unknown	Healthycore
CLST072167	PF03577,	Dipeptidase	unknown	Healthycore
CLST031240	PF00121,	Annotation_not_available	Prevotella	Healthycore
CLST021138	PF01855,	Pyruvate:ferredoxin_oxidoreductase_and_related_2-oxoacid:ferredoxin_oxidoreductases,_alpha_subunit	unknown	Healthycore
CLST137817	PF00152,	Aspartyl/asparaginyl-tRNA_synthetases	Faecalibacterium_prausnitzii	Healthycore
CLST014132	PF01386,	Ribosomal_protein_L25_(general_stress_protein_Ctc)	Bacteroides	Healthycore
CLST117371	PF00208,	Glutamate_dehydrogenase/leucine_dehydrogenase	unknown	Healthycore
CLST134950	PF02786,	Carbamoylphosphate_synthase_large_subunit_(split_gene_in_MJ)	unknown	Healthycore
CLST041162	PF01346,	FKBP-type_peptidyl-prolyl_cis-trans_isomerases_1	unknown	Healthycore
CLST053532	PF03051,	Aminopeptidase_C	Bacteroides	Healthycore
CLST132947	PF05681,	Tartrate_dehydratase_alpha_subunit/Fumarate_hydratase_class_I,_N-terminal_domain	unknown	Healthycore
CLST319698	PF04561,	DNA-directed_RNA_polymerase,_beta_subunit/140_kD_subunit	unknown	Healthycore
CLST045137	PF02514,	Cobalamin_biosynthesis_protein_CobN_and_related_Mg-chelatases	unknown	Healthycore
CLST003055	PF03435,	Saccharopine_dehydrogenase_and_related_proteins	unknown	Healthycore
CLST162253	PF07521,	Predicted_exonuclease_of_the_beta-lactamase_fold_involved_in_RNA_processing	unknown	Healthycore
CLST079689	PF08485,	Predicted_nucleoside-diphosphate_sugar_epimerases	unknown	Healthycore
CLST079689	PF02719,	Predicted_nucleoside-diphosphate_sugar_epimerases	unknown	Healthycore
CLST135857	PF00890,	Uncharacterized_FAD-dependent_dehydrogenases	unknown	Healthycore
CLST093228	PF06100,	Myosin-crossreactive_antigen	unknown	Healthycore
CLST007393	PF01281,	Ribosomal_protein_L9	unknown	Healthycore
CLST007393	PF03948,	Ribosomal_protein_L9	unknown	Healthycore
CLST223382	PF10518,	hypothetical_protein	unknown	Healthycore
CLST637297	PF04041,	Predicted_glycosylase	Roseburia_intestinalis	Healthycore
CLST119916	PF05167,	Uncharacterized_conserved_protein	unknown	Healthycore
CLST059722	PF02321,	Outer_membrane_protein	unknown	Healthycore
CLST007534	PF00742,	Homoserine_dehydrogenase	Bacteroides	Healthycore
CLST007534	PF01842,	Homoserine_dehydrogenase	Bacteroides	Healthycore
CLST007743	PF07973,	Alanyl-tRNA_synthetase	unknown	Healthycore
CLST007409	PF00347,	Ribosomal_protein_L6P/L9E	unknown	Healthycore
CLST003352	PF00575,	Ribosomal_protein_S1	unknown	Healthycore
CLST642887	PF00037,	Fe_only_hydrog:_hydrogenases,_Fe-only	Subdoligranulum_variabile	Healthycore
CLST023785	PF07719,	Annotation_not_available	unknown	Healthycore
CLST023785	PF09951,	Annotation_not_available	unknown	Healthycore
CLST227022	PF02812,	Glutamate_dehydrogenase/leucine_dehydrogenase	unknown	Healthycore
CLST227022	PF00208,	Glutamate_dehydrogenase/leucine_dehydrogenase	unknown	Healthycore
CLST326892	PF03764,	Translation_elongation_factors_(GTPases)	unknown	Healthycore
CLST058361	PF00595,	Trypsin-like_serine_proteases,_typically_periplasmic,_contain_C-terminal_PDZ_domain	unknown	Healthycore
CLST023526	PF00486,	Response_regulators_consisting_of_a_CheY-like_receiver_domain_and_a_winged-helix_DNA-binding_domain	unknown	Healthycore
CLST023526	PF00072,	Response_regulators_consisting_of_a_CheY-like_receiver_domain_and_a_winged-helix_DNA-binding_domain	unknown	Healthycore
CLST013224	PF07549,	Preprotein_translocase_subunit_SecD	Bacteroides	Healthycore
CLST013224	PF02355,	Preprotein_translocase_subunit_SecD	Bacteroides	Healthycore
CLST635391	PF01119,	DNA_mismatch_repair_enzyme_(predicted_ATPase)	unknown	Healthycore
CLST149845	PF00709,	Adenylosuccinate_synthase	unknown	Healthycore
CLST007166	PF07991,	Ketol-acid_reductoisomerase	unknown	Healthycore
CLST168675	PF02421,	Fe2+_transport_system_protein_B	unknown	Healthycore
CLST171188	PF04760,	Translation_initiation_factor_2_(IF-2;_GTPase)	unknown	Healthycore
CLST202864	PF00889,	Translation_elongation_factor_Ts	unknown	Healthycore
CLST007271	PF00986,	Type_IIA_topoisomerase_(DNA_gyrase/topo_II,_topoisomerase_IV),_B_subunit	unknown	Healthycore
CLST007733	PF00873,	Cation/multidrug_efflux_pump	unknown	Healthycore
CLST622682	PF10431,	ATPases_with_chaperone_activity,_ATP-binding_subunit	Eubacterium_rectale	Healthycore
CLST622682	PF07724,	ATPases_with_chaperone_activity,_ATP-binding_subunit	Eubacterium_rectale	Healthycore
CLST622682	PF02861,	ATPases_with_chaperone_activity,_ATP-binding_subunit	Eubacterium_rectale	Healthycore
CLST107403	PF00933,	Beta-glucosidase-related_glycosidases	unknown	Healthycore
CLST431678	PF10609,	ATPases_involved_in_chromosome_partitioning	unknown	Healthycore
CLST236733	PF00709,	Adenylosuccinate_synthase	unknown	Healthycore
CLST042315	PF00890,	Uncharacterized_NAD(FAD)-dependent_dehydrogenases	unknown	Healthycore
CLST042315	PF07992,	Uncharacterized_NAD(FAD)-dependent_dehydrogenases	unknown	Healthycore
CLST233088	PF02662,	Coenzyme_F420-reducing_hydrogenase,_delta_subunit	Methanobrevibacter_smithii	Healthycore
CLST657087	PF02786,	Carbamoylphosphate_synthase_large_subunit_(split_gene_in_MJ)	unknown	Healthycore
CLST065348	PF00669,	Flagellin_and_related_hook-associated_proteins	unknown	Healthycore
CLST065348	PF00700,	Flagellin_and_related_hook-associated_proteins	unknown	Healthycore
CLST154358	PF04131,	Putative_N-acetylmannosamine-6-phosphate_epimerase	unknown	Healthycore
CLST397223	PF01229,	Beta-xylosidase	unknown	Healthycore
CLST227985	PF02878,	Phosphomannomutase	Clostridiales	Healthycore
CLST011959	PF01266,	Uncharacterized_FAD-dependent_dehydrogenases	unknown	Healthycore
CLST011959	PF07992,	Uncharacterized_FAD-dependent_dehydrogenases	unknown	Healthycore
CLST576718	PF04616,	Beta-xylosidase	Roseburia	Healthycore
CLST058342	PF06964,	Alpha-L-arabinofuranosidase	unknown	Healthycore
CLST163390	PF01250,	hypothetical_protein	unknown	Healthycore
CLST510159	PF02810,	Preprotein_translocase_subunit_SecA_(ATPase,_RNA_helicase)	unknown	Healthycore
CLST136024	PF11175,	Annotation_not_available	unknown	Healthycore
CLST012706	PF03949,	Malic_enzyme	unknown	Healthycore
CLST628048	PF02446,	4-alpha-glucanotransferase	Lachnospiraceae	Healthycore
CLST203785	PF00391,	PTS_I_fam:_phosphoenolpyruvate-protein_phosphotransferase	unknown	Healthycore
CLST006586	PF01855,	Pyruvate:ferredoxin_oxidoreductase_and_related_2-oxoacid:ferredoxin_oxidoreductases,_alpha_subunit	unknown	Healthycore
CLST047380	PF02929,	Beta-galactosidase/beta-glucuronidase	unknown	Healthycore
CLST047380	PF02837,	Beta-galactosidase/beta-glucuronidase	unknown	Healthycore
CLST047380	PF02836,	Beta-galactosidase/beta-glucuronidase	unknown	Healthycore
CLST035042	PF07549,	Preprotein_translocase_subunit_SecD	unknown	Healthycore
CLST035042	PF02355,	Preprotein_translocase_subunit_SecD	unknown	Healthycore
CLST160046	PF05816,	Uncharacterized_protein_involved_in_tellurite_resistance	unknown	Healthycore
CLST704922	PF07724,	ATPases_with_chaperone_activity,_ATP-binding_subunit	Clostridiales	Healthycore
CLST544440	PF02812,	Glutamate_dehydrogenase/leucine_dehydrogenase	Corynebacterium_lipophiloflavum	Healthycore
CLST544440	PF00208,	Glutamate_dehydrogenase/leucine_dehydrogenase	Corynebacterium_lipophiloflavum	Healthycore
CLST559350	PF00547,	Urea_amidohydrolase_(urease)_gamma_subunit	unknown	Healthycore
CLST559350	PF00699,	Urea_amidohydrolase_(urease)_gamma_subunit	unknown	Healthycore
CLST148798	PF02073,	hypothetical_protein	unknown	Healthycore
CLST578399	PF08532,	Beta-galactosidase	unknown	Healthycore
CLST578399	PF02449,	Beta-galactosidase	unknown	Healthycore
CLST035218	PF02585,	6-phosphogluconolactonase/Glucosamine-6-phosphate_isomerase/deaminase	unknown	Healthycore
CLST531493	PF00441,	Acyl-CoA_dehydrogenases	Eubacterium_saphenum	Healthycore
CLST531493	PF02771,	Acyl-CoA_dehydrogenases	Eubacterium_saphenum	Healthycore
CLST531493	PF02770,	Acyl-CoA_dehydrogenases	Eubacterium_saphenum	Healthycore
CLST011588	PF02824,	Guanosine_polyphosphate_pyrophosphohydrolases/synthetases	unknown	Healthycore
CLST396043	PF02780,	Transketolase,_C-terminal_subunit	Eubacterium_ventriosum	Healthycore
CLST213493	PF03764,	Translation_elongation_factors_(GTPases)	unknown	Healthycore
CLST213493	PF00679,	Translation_elongation_factors_(GTPases)	unknown	Healthycore
CLST026979	PF02446,	4-alpha-glucanotransferase	Bacteroides	Healthycore
CLST026979	PF00686,	4-alpha-glucanotransferase	Bacteroides	Healthycore
CLST030322	PF00112,	Cysteine-Type_endopeptidase	unknown	Healthycore
CLST030322	PF03051,	Cysteine-Type_endopeptidase	unknown	Healthycore
CLST005733	PF08502,	2-Isopropylmalate_synthase	unknown	Healthycore
CLST582688	PF12437,	Uncharacterized_protein_related_to_glutamine_synthetase	unknown	Healthycore
CLST075994	PF01346,	FKBP-type_peptidyl-prolyl_cis-trans_isomerases_1	Bacteroides	Healthycore
CLST005786	PF03030,	Inorganic_pyrophosphatase	unknown	Healthycore
CLST006319	PF00709,	Adenylosuccinate_synthase	unknown	Healthycore
CLST736324	PF07521,	Predicted_exonuclease_of_the_beta-lactamase_fold_involved_in_RNA_processing	Eubacterium_rectale	Healthycore
CLST131865	PF01450,	Ketol-acid_reductoisomerase	unknown	Healthycore
CLST131865	PF07991,	Ketol-acid_reductoisomerase	unknown	Healthycore
CLST007903	PF00160,	Peptidyl-prolyl_cis-trans_isomerase_(rotamase)_-_cyclophilin_family	unknown	Healthycore
CLST036499	PF07664,	Fe2+_transport_system_protein_B	unknown	Healthycore
CLST036499	PF02421,	Fe2+_transport_system_protein_B	unknown	Healthycore
CLST036499	PF07670,	Fe2+_transport_system_protein_B	unknown	Healthycore
CLST163174	PF06100,	Myosin-crossreactive_antigen	unknown	Healthycore
CLST448051	PF00196,	Response_regulator_containing_a_CheY-like_receiver_domain_and_an_HTH_DNA-binding_domain	Eubacterium_rectale	Healthycore
CLST107722	PF00037,	Iron_only_hydrogenase_large_subunit,_C-terminal_domain	unknown	Healthycore
CLST013646	PF02585,	6-phosphogluconolactonase/Glucosamine-6-phosphate_isomerase/deaminase	unknown	Healthycore
CLST020489	PF00037,	NADH:ubiquinone_oxidoreductase,_NADH-binding_(51_kD)_subunit	unknown	Healthycore
CLST248721	PF00575,	Ribosomal_protein_S1	Eubacterium_ventriosum	Healthycore
CLST076100	PF01642,	Methylmalonyl-CoA_mutase,_N-terminal_domain/subunit	unknown	Healthycore
CLST623293	PF00391,	Phosphoenolpyruvate-protein_kinase_(PTS_system_EI_component_in_bacteria)	Roseburia_intestinalis	Healthycore
CLST602016	PF03755,	hypothetical_protein	Eubacterium_rectale	Healthycore
CLST602016	PF08340,	hypothetical_protein	Eubacterium_rectale	Healthycore
CLST281602	PF01055,	Alpha-glucosidases,_family_31_of_glycosyl_hydrolases	unknown	Healthycore
CLST563985	PF08903,	Uncharacterized_protein_conserved_in_bacteria	Eubacterium_ventriosum	Healthycore
CLST240289	PF06100,	Myosin-crossreactive_antigen	Bacteria	Healthycore
CLST002979	PF07498,	Transcription_termination_factor	unknown	Healthycore
CLST002979	PF07497,	Transcription_termination_factor	unknown	Healthycore
CLST052651	PF02897,	Serine_proteases_of_the_peptidase_family_S9A	Bacteroides	Healthycore
CLST052651	PF00326,	Serine_proteases_of_the_peptidase_family_S9A	Bacteroides	Healthycore
CLST069940	PF01915,	Beta-glucosidase-related_glycosidases	unknown	Healthycore
CLST207102	PF00750,	Arginyl-tRNA_synthetase	unknown	Healthycore
CLST007411	PF02773,	S-adenosylmethionine_synthetase	unknown	Healthycore
CLST397367	PF00575,	Ribosomal_protein_S1	unknown	Healthycore
CLST232362	PF00183,	Molecular_chaperone,_HSP90_family	Faecalibacterium_prausnitzii	Healthycore
CLST014673	PF02812,	Glutamate_dehydrogenase/leucine_dehydrogenase	Bacteria	Healthycore
CLST026967	PF08501,	Shikimate_5-dehydrogenase	unknown	Healthycore
CLST161482	PF00464,	Glycine/serine_hydroxymethyltransferase	unknown	Healthycore
CLST151973	PF06827,	Isoleucyl-tRNA_synthetase	unknown	Healthycore
CLST099616	PF00005,	ABC-type_uncharacterized_transport_systems,_ATPase_components	unknown	Healthycore
CLST007330	PF02826,	Lactate_dehydrogenase_and_related_dehydrogenases	unknown	Healthycore
CLST033494	PF01386,	Ribosomal_protein_L25_(general_stress_protein_Ctc)	unknown	Healthycore
CLST015565	PF06100,	Myosin-crossreactive_antigen	unknown	Healthycore
CLST130790	PF06165,	Cellobiose_phosphorylase	unknown	Healthycore
CLST130790	PF06204,	Cellobiose_phosphorylase	unknown	Healthycore
CLST049049	PF07719,	Annotation_not_available	unknown	Healthycore
CLST049049	PF00515,	Annotation_not_available	unknown	Healthycore
CLST041726	PF00465,	NAD-dependent_aldehyde_dehydrogenases	unknown	Healthycore
CLST015150	PF08264,	Valyl-tRNA_synthetase	unknown	Healthycore
CLST015150	PF10458,	Valyl-tRNA_synthetase	unknown	Healthycore
CLST097236	PF00165,	AraC-type_DNA-binding_domain-containing_proteins	Bacteroides	Healthycore
CLST105667	PF10458,	Valyl-tRNA_synthetase	unknown	Healthycore
CLST006571	PF01037,	Transcriptional_regulators	Bacteroides	Healthycore
CLST005643	PF01250,	Ribosomal_protein	unknown	Healthycore
CLST407857	PF01205,	hypothetical_protein	Eubacterium_rectale	Healthycore
CLST184255	PF02730,	Aldehyde:ferredoxin_oxidoreductase	unknown	Healthycore
CLST086611	PF08522,	Annotation_not_available	unknown	Healthycore
CLST007442	PF01808,	AICAR_transformylase/IMP_cyclohydrolase_PurH_(only_IMP_cyclohydrolase_domain_in_Aful)	unknown	Healthycore
CLST009132	PF00873,	Cation/multidrug_efflux_pump	unknown	Healthycore
CLST015926	PF03435,	Saccharopine_dehydrogenase_and_related_proteins	unknown	Healthycore
CLST163093	PF00356,	Transcriptional_regulators	unknown	Healthycore
CLST204864	PF02614,	Glucuronate_isomerase	unknown	Healthycore
CLST067161	PF01431,	Predicted_metalloendopeptidase	Bacteroides	Healthycore
CLST067161	PF05649,	Predicted_metalloendopeptidase	Bacteroides	Healthycore
CLST005198	PF00830,	Ribosomal_protein_L28	unknown	Healthycore
CLST143564	PF00005,	ABC-type_sugar_transport_system,_ATPase_component	Faecalibacterium_prausnitzii	Healthycore
CLST007450	PF00342,	Glucose-6-phosphate_isomerase	Bacteroides	Healthycore
CLST006461	PF00570,	Superfamily_II_DNA_helicase	unknown	Healthycore
CLST017368	PF03577,	Dipeptidase	unknown	Healthycore
CLST051521	PF00582,	Universal_stress_protein	unknown	Healthycore
CLST279598	PF07498,	Transcription_termination_factor	unknown	Healthycore
CLST575812	PF00933,	Beta-glucosidase-related_glycosidases	Lachnospiraceae	Healthycore
CLST143641	PF01381,	Annotation_not_available	unknown	Healthycore
CLST301505	PF01053,	Cystathionine_beta-lyases/cystathionine_gamma-synthases	unknown	Healthycore
CLST003062	PF01084,	Rrna_binding_protein	unknown	Healthycore
CLST637335	PF06397,	Desulfoferrodoxin	unknown	Healthycore
CLST534570	PF02878,	Phosphomannomutase	Clostridiales	Healthycore
CLST234315	PF01645,	Glutamate_synthase_domain_1	unknown	Healthycore
CLST234315	PF01493,	Glutamate_synthase_domain_1	unknown	Healthycore
CLST234315	PF04898,	Glutamate_synthase_domain_1	unknown	Healthycore
CLST234315	PF00310,	Glutamate_synthase_domain_1	unknown	Healthycore
CLST141152	PF06180,	Cobalamin_biosynthesis_protein_CbiK,_Co2+_chelatase	unknown	Healthycore
CLST012657	PF00582,	Universal_stress_protein_UspA_and_related_nucleotide-binding_proteins	Bacteroides	Healthycore
CLST552787	PF01055,	Alpha-glucosidases,_family_31_of_glycosyl_hydrolases	unknown	Healthycore
CLST005189	PF01370,	Nucleoside-diphosphate-sugar_epimerases	unknown	Healthycore
CLST121907	PF02562,	Phosphate_starvation-inducible_protein_PhoH,_predicted_ATPase	unknown	Healthycore
CLST695831	PF10518,	hypothetical_protein	unknown	Healthycore
CLST035382	PF00015,	Methyl-accepting_chemotaxis_protein	unknown	Healthycore
CLST054618	PF01346,	FKBP-type_peptidyl-prolyl_cis-trans_isomerases_1	unknown	Healthycore
CLST557956	PF07554,	Protein_involved_in_biological_adhesion	Ruminococcus	Healthycore
CLST007639	PF02810,	Preprotein_translocase_subunit_SecA_(ATPase,_RNA_helicase)	unknown	Healthycore
CLST007639	PF07516,	Preprotein_translocase_subunit_SecA_(ATPase,_RNA_helicase)	unknown	Healthycore
CLST320780	PF02492,	Putative_GTPases_(G3E_family)	Bacteria	Healthycore
CLST392756	PF00005,	ABC-type_sugar_transport_system,_ATPase_component	unknown	Healthycore
CLST265737	PF01055,	hypothetical_protein	Clostridiales	Healthycore
CLST514581	PF00673,	Ribosomal_protein_L5	Akkermansia_muciniphila	Healthycore
CLST514581	PF00281,	Ribosomal_protein_L5	Akkermansia_muciniphila	Healthycore
CLST021202	PF00216,	Bacterial_nucleoid_DNA-binding_protein	Bacteroides	Healthycore
CLST092226	PF00072,	FOG:_CheY-like_receiver	Roseburia_intestinalis	Healthycore
CLST088312	PF00120,	Uncharacterized_protein_related_to_glutamine_synthetase	unknown	Healthycore
CLST088312	PF12437,	Uncharacterized_protein_related_to_glutamine_synthetase	unknown	Healthycore
CLST008379	PF02777,	Superoxide_dismutase	unknown	Healthycore
CLST008379	PF00081,	Superoxide_dismutase	unknown	Healthycore
CLST007291	PF03147,	Phenylalanyl-tRNA_synthetase_beta_subunit	Bacteroides	Healthycore
CLST112646	PF01268,	Formyltetrahydrofolate_synthetase	unknown	Healthycore
CLST226834	PF00882,	hypothetical_protein	Clostridiales	Healthycore
CLST007268	PF00183,	Molecular_chaperone,_HSP90_family	unknown	Healthycore
CLST008785	PF04565,	DNA-directed_RNA_polymerase,_beta_subunit/140_kD_subunit	unknown	Healthycore
CLST303607	PF00121,	Triosephosphate_isomerase	Alistipes_putredinis	Healthycore
CLST151996	PF10458,	Valyl-tRNA_synthetase	unknown	Healthycore
CLST553365	PF02614,	Glucuronate_isomerase	Clostridiales	Healthycore
CLST475279	PF00006,	Archaeal/vacuolar-type_H+-ATPase_subunit_A	unknown	Healthycore
CLST008433	PF00162,	3-phosphoglycerate_kinase	unknown	Healthycore
CLST007390	PF02878,	Phosphomannomutase	unknown	Healthycore
CLST007390	PF00408,	Phosphomannomutase	unknown	Healthycore
CLST159511	PF06205,	Cellobiose_phosphorylase	unknown	Healthycore
CLST159511	PF06165,	Cellobiose_phosphorylase	unknown	Healthycore
CLST159511	PF06204,	Cellobiose_phosphorylase	unknown	Healthycore
CLST190483	PF00573,	Ribosomal_protein_L4	Clostridiales	Healthycore
CLST186400	PF09508,	Annotation_not_available	Ruminococcus	Healthycore
CLST095906	PF00673,	Ribosomal_protein_L5	unknown	Healthycore
CLST095906	PF00281,	Ribosomal_protein_L5	unknown	Healthycore
CLST005635	PF10509,	Galactokinase	unknown	Healthycore
CLST113782	PF05683,	Tartrate_dehydratase_beta_subunit/Fumarate_hydratase_class_I,_C-terminal_domain	unknown	Healthycore
CLST222569	PF01116,	Fructose/tagatose_bisphosphate_aldolase	unknown	Healthycore
CLST426847	PF00162,	3-phosphoglycerate_kinase	unknown	Healthycore
CLST102026	PF09371,	Transcriptional_accessory_protein	unknown	Healthycore
CLST102026	PF00575,	Transcriptional_accessory_protein	unknown	Healthycore
CLST036125	PF01041,	Predicted_pyridoxal_phosphate-dependent_enzyme_apparently_involved_in_regulation_of_cell_wall_biogenesis	unknown	Healthycore
CLST006756	PF12437,	Uncharacterized_protein_related_to_glutamine_synthetase	unknown	Healthycore
CLST079910	PF00700,	Flagellin_and_related_hook-associated_proteins	Bacteria	Healthycore
CLST522187	PF00183,	Molecular_chaperone,_HSP90_family	unknown	Healthycore
CLST067091	PF01180,	Dihydroorotate_dehydrogenase	Bacteroides	Healthycore
CLST006137	PF00285,	Citrate_synthase	unknown	Healthycore
CLST005794	PF09180,	Prolyl-tRNA_synthetase	unknown	Healthycore
CLST081998	PF02810,	Preprotein_translocase_subunit_SecA_(ATPase,_RNA_helicase)	unknown	Healthycore
CLST081998	PF07516,	Preprotein_translocase_subunit_SecA_(ATPase,_RNA_helicase)	unknown	Healthycore
CLST178477	PF00128,	Glycosidases	unknown	Healthycore
CLST077920	PF01761,	Glycerol_dehydrogenase_and_related_enzymes	unknown	Healthycore
CLST707162	PF06180,	Cobalamin_biosynthesis_protein_CbiK,_Co2+_chelatase	Dialister_invisus	Healthycore
CLST059516	PF09338,	Reductase	unknown	Healthycore
CLST450665	PF01424,	hypothetical_protein	Clostridiales	Healthycore
CLST006180	PF00889,	Translation_elongation_factor_Ts	unknown	Healthycore
CLST119611	PF00005,	ABC-type_sugar_transport_system,_ATPase_component	unknown	Healthycore
CLST173225	PF02492,	Putative_GTPases_(G3E_family)	unknown	Healthycore
CLST107527	PF12437,	Uncharacterized_protein_related_to_glutamine_synthetase	unknown	Healthycore
CLST306448	PF00395,	Annotation_not_available	Dialister_invisus	Healthycore
CLST008325	PF00133,	Leucyl-tRNA_synthetase	unknown	Healthycore
