P49796;LIG_FHA_2;189;196;;PF00498;CLST014522
P49790;LIG_FHA_2;403;410;;PF00498;CLST014522
P49792;LIG_FHA_2;89;96;;PF00498;CLST014522
B0I1T2;LIG_FHA_2;18;25;;PF00498;CLST014522
P51116;LIG_FHA_2;67;74;;PF00498;CLST014522
P51114;LIG_FHA_2;99;106;;PF00498;CLST014522
Q86VD7;LIG_FHA_2;159;166;;PF00498;CLST014522
Q86VD9;LIG_FHA_2;198;205;;PF00498;CLST014522
Q9Y2T6;LIG_FHA_2;3;10;;PF00498;CLST014522
O43633;LIG_FHA_2;7;14;;PF00498;CLST014522
Q9Y2T2;LIG_FHA_2;86;93;;PF00498;CLST014522
Q8N8Y2;LIG_FHA_2;26;33;;PF00498;CLST014522
Q9P0L2;LIG_FHA_2;6;13;;PF00498;CLST014522
P58401;LIG_FHA_2;111;118;;PF00498;CLST014522
Q9P0L9;LIG_FHA_2;81;88;;PF00498;CLST014522
P58400;LIG_FHA_2;109;116;;PF00498;CLST014522
A0A0C4DH24;LIG_FHA_2;30;37;;PF00498;CLST014522
Q08174;LIG_FHA_2;110;117;;PF00498;CLST014522
O75425;LIG_FHA_2;75;82;;PF00498;CLST014522
Q8IY17;LIG_FHA_2;170;177;;PF00498;CLST014522
Q92730;LIG_FHA_2;42;49;;PF00498;CLST014522
Q92736;LIG_FHA_2;13;20;;PF00498;CLST014522
P43026;LIG_FHA_2;165;172;;PF00498;CLST014522
O60609;LIG_FHA_2;167;174;;PF00498;CLST014522
O60603;LIG_FHA_2;87;94;;PF00498;CLST014522
O60602;LIG_FHA_2;145;152;;PF00498;CLST014522
P20138;LIG_FHA_2;27;34;;PF00498;CLST014522
P17927;LIG_FHA_2;170;177;;PF00498;CLST014522
P01009;LIG_FHA_2;89;96;;PF00498;CLST014522
Q9BXB4;LIG_FHA_2;288;295;;PF00498;CLST014522
Q13003;LIG_FHA_2;257;264;;PF00498;CLST014522
Q13002;LIG_FHA_2;254;261;;PF00498;CLST014522
Q8NGN2;LIG_FHA_2;204;211;;PF00498;CLST014522
Q8NGN1;LIG_FHA_2;227;234;;PF00498;CLST014522
Q13009;LIG_FHA_2;78;85;;PF00498;CLST014522
Q8NGN8;LIG_FHA_2;45;52;;PF00498;CLST014522
Q9Y4F9;LIG_FHA_2;91;98;;PF00498;CLST014522
Q9Y4F1;LIG_FHA_2;147;154;;PF00498;CLST014522
Q9Y4F3;LIG_FHA_2;313;320;;PF00498;CLST014522
Q8TE60;LIG_FHA_2;62;69;;PF00498;CLST014522
P46013;LIG_FHA_2;86;93;;PF00498;CLST014522
P46019;LIG_FHA_2;155;162;;PF00498;CLST014522
Q9UQ03;LIG_FHA_2;195;202;;PF00498;CLST014522
P98073;LIG_FHA_2;39;46;;PF00498;CLST014522
Q9BSD7;LIG_FHA_2;83;90;;PF00498;CLST014522
O94979;LIG_FHA_2;191;198;;PF00498;CLST014522
Q9NPG4;LIG_FHA_2;212;219;;PF00498;CLST014522
O94973;LIG_FHA_2;175;182;;PF00498;CLST014522
Q9NPG8;LIG_FHA_2;226;233;;PF00498;CLST014522
Q99218;LIG_FHA_2;197;204;;PF00498;CLST014522
Q8WXH0;LIG_FHA_2;6;13;;PF00498;CLST014522
Q99217;LIG_FHA_2;182;189;;PF00498;CLST014522
Q9UGC6;LIG_FHA_2;56;63;;PF00498;CLST014522
Q04609;LIG_FHA_2;742;749;;PF00498;CLST014522
Q9UI09;LIG_FHA_2;70;77;;PF00498;CLST014522
Q8WV15;LIG_FHA_2;45;52;;PF00498;CLST014522
P24903;LIG_FHA_2;157;164;;PF00498;CLST014522
Q9HCQ5;LIG_FHA_2;53;60;;PF00498;CLST014522
Q6NUI6;LIG_FHA_2;86;93;;PF00498;CLST014522
P22760;LIG_FHA_2;45;52;;PF00498;CLST014522
Q16518;LIG_FHA_2;15;22;;PF00498;CLST014522
Q16515;LIG_FHA_2;71;78;;PF00498;CLST014522
Q16512;LIG_FHA_2;172;179;;PF00498;CLST014522
Q16513;LIG_FHA_2;182;189;;PF00498;CLST014522
Q14002;LIG_FHA_2;33;40;;PF00498;CLST014522
Q14003;LIG_FHA_2;115;122;;PF00498;CLST014522
Q14008;LIG_FHA_2;82;89;;PF00498;CLST014522
Q8WY21;LIG_FHA_2;212;219;;PF00498;CLST014522
P19224;LIG_FHA_2;415;422;;PF00498;CLST014522
Q8NCW0;LIG_FHA_2;186;193;;PF00498;CLST014522
Q9NUT2;LIG_FHA_2;238;245;;PF00498;CLST014522
Q6Y288;LIG_FHA_2;29;36;;PF00498;CLST014522
Q8NCW6;LIG_FHA_2;217;224;;PF00498;CLST014522
Q9HA72;LIG_FHA_2;139;146;;PF00498;CLST014522
O14939;LIG_FHA_2;8;15;;PF00498;CLST014522
O14936;LIG_FHA_2;263;270;;PF00498;CLST014522
O43323;LIG_FHA_2;147;154;;PF00498;CLST014522
P04839;LIG_FHA_2;239;246;;PF00498;CLST014522
Q8IZJ3;LIG_FHA_2;320;327;;PF00498;CLST014522
Q8IZJ1;LIG_FHA_2;338;345;;PF00498;CLST014522
H0Y354;LIG_FHA_2;35;42;;PF00498;CLST014522
P56937;LIG_FHA_2;122;129;;PF00498;CLST014522
Q3SY17;LIG_FHA_2;133;140;;PF00498;CLST014522
Q9Y2K9;LIG_FHA_2;346;353;;PF00498;CLST014522
Q9BY21;LIG_FHA_2;330;337;;PF00498;CLST014522
Q9NWR8;LIG_FHA_2;121;128;;PF00498;CLST014522
P37088;LIG_FHA_2;39;46;;PF00498;CLST014522
Q96D31;LIG_FHA_2;48;55;;PF00498;CLST014522
Q9UHY1;LIG_FHA_2;168;175;;PF00498;CLST014522
Q96MT3;LIG_FHA_2;18;25;;PF00498;CLST014522
Q96MT1;LIG_FHA_2;176;183;;PF00498;CLST014522
O14683;LIG_FHA_2;52;59;;PF00498;CLST014522
Q6NXN4;LIG_FHA_2;69;76;;PF00498;CLST014522
Q00975;LIG_FHA_2;181;188;;PF00498;CLST014522
Q00973;LIG_FHA_2;362;369;;PF00498;CLST014522
P22888;LIG_FHA_2;197;204;;PF00498;CLST014522
P50895;LIG_FHA_2;88;95;;PF00498;CLST014522
P50897;LIG_FHA_2;72;79;;PF00498;CLST014522
P61550;LIG_FHA_2;61;68;;PF00498;CLST014522
P35240;LIG_FHA_2;64;71;;PF00498;CLST014522
Q63HM2;LIG_FHA_2;96;103;;PF00498;CLST014522
O95755;LIG_FHA_2;198;205;;PF00498;CLST014522
O95754;LIG_FHA_2;761;768;;PF00498;CLST014522
Q13586;LIG_FHA_2;41;48;;PF00498;CLST014522
P01825;LIG_FHA_2;102;109;;PF00498;CLST014522
Q6UY11;LIG_FHA_2;185;192;;PF00498;CLST014522
O95759;LIG_FHA_2;79;86;;PF00498;CLST014522
Q6UY14;LIG_FHA_2;32;39;;PF00498;CLST014522
P23975;LIG_FHA_2;16;23;;PF00498;CLST014522
Q6TDP4;LIG_FHA_2;131;138;;PF00498;CLST014522
O75069;LIG_FHA_2;98;105;;PF00498;CLST014522
Q10589;LIG_FHA_2;1;8;;PF00498;CLST014522
Q10588;LIG_FHA_2;156;163;;PF00498;CLST014522
Q9C0J1;LIG_FHA_2;191;198;;PF00498;CLST014522
P01920;LIG_FHA_2;100;107;;PF00498;CLST014522
O00264;LIG_FHA_2;6;13;;PF00498;CLST014522
P08865;LIG_FHA_2;25;32;;PF00498;CLST014522
O60245;LIG_FHA_2;148;155;;PF00498;CLST014522
Q9H2K8;LIG_FHA_2;207;214;;PF00498;CLST014522
Q9H9E3;LIG_FHA_2;409;416;;PF00498;CLST014522
O95342;LIG_FHA_2;82;89;;PF00498;CLST014522
Q9UQ26;LIG_FHA_2;30;37;;PF00498;CLST014522
Q9UJ99;LIG_FHA_2;73;80;;PF00498;CLST014522
Q9UJ96;LIG_FHA_2;195;202;;PF00498;CLST014522
Q13190;LIG_FHA_2;276;283;;PF00498;CLST014522
P10451;LIG_FHA_2;182;189;;PF00498;CLST014522
Q8NBI6;LIG_FHA_2;103;110;;PF00498;CLST014522
Q12983;LIG_FHA_2;134;141;;PF00498;CLST014522
Q12981;LIG_FHA_2;123;130;;PF00498;CLST014522
Q12980;LIG_FHA_2;72;79;;PF00498;CLST014522
Q93100;LIG_FHA_2;41;48;;PF00498;CLST014522
P28482;LIG_FHA_2;65;72;;PF00498;CLST014522
Q9P232;LIG_FHA_2;361;368;;PF00498;CLST014522
P28336;LIG_FHA_2;33;40;;PF00498;CLST014522
Q9NSA2;LIG_FHA_2;486;493;;PF00498;CLST014522
P28335;LIG_FHA_2;268;275;;PF00498;CLST014522
P28331;LIG_FHA_2;101;108;;PF00498;CLST014522
Q96CU9;LIG_FHA_2;252;259;;PF00498;CLST014522
P62820;LIG_FHA_2;32;39;;PF00498;CLST014522
Q5K4E3;LIG_FHA_2;26;33;;PF00498;CLST014522
P21452;LIG_FHA_2;328;335;;PF00498;CLST014522
Q969I6;LIG_FHA_2;126;133;;PF00498;CLST014522
Q14409;LIG_FHA_2;338;345;;PF00498;CLST014522
Q9BZE9;LIG_FHA_2;110;117;;PF00498;CLST014522
Q9Y6G9;LIG_FHA_2;154;161;;PF00498;CLST014522
O43916;LIG_FHA_2;243;250;;PF00498;CLST014522
A0JD32;LIG_FHA_2;11;18;;PF00498;CLST014522
P02748;LIG_FHA_2;22;29;;PF00498;CLST014522
Q9BZE4;LIG_FHA_2;186;193;;PF00498;CLST014522
O95967;LIG_FHA_2;57;64;;PF00498;CLST014522
Q9UKX7;LIG_FHA_2;120;127;;PF00498;CLST014522
Q18PE1;LIG_FHA_2;55;62;;PF00498;CLST014522
Q6PHW0;LIG_FHA_2;33;40;;PF00498;CLST014522
Q96QS1;LIG_FHA_2;80;87;;PF00498;CLST014522
Q9H1U4;LIG_FHA_2;234;241;;PF00498;CLST014522
Q9H1U9;LIG_FHA_2;133;140;;PF00498;CLST014522
Q9Y6E2;LIG_FHA_2;64;71;;PF00498;CLST014522
Q9Y6E0;LIG_FHA_2;34;41;;PF00498;CLST014522
Q9BZG2;LIG_FHA_2;104;111;;PF00498;CLST014522
Q9UHD9;LIG_FHA_2;36;43;;PF00498;CLST014522
Q7Z5G4;LIG_FHA_2;81;88;;PF00498;CLST014522
Q92508;LIG_FHA_2;105;112;;PF00498;CLST014522
Q96I24;LIG_FHA_2;160;167;;PF00498;CLST014522
P08195;LIG_FHA_2;44;51;;PF00498;CLST014522
P20309;LIG_FHA_2;52;59;;PF00498;CLST014522
Q6UX15;LIG_FHA_2;211;218;;PF00498;CLST014522
A0A1B0GV85;LIG_FHA_2;114;121;;PF00498;CLST014522
P50995;LIG_FHA_2;190;197;;PF00498;CLST014522
Q5W0Z9;LIG_FHA_2;185;192;;PF00498;CLST014522
Q96HC4;LIG_FHA_2;59;66;;PF00498;CLST014522
Q58EX2;LIG_FHA_2;76;83;;PF00498;CLST014522
Q6KCM7;LIG_FHA_2;159;166;;PF00498;CLST014522
Q13217;LIG_FHA_2;362;369;;PF00498;CLST014522
Q9H239;LIG_FHA_2;298;305;;PF00498;CLST014522
Q9H237;LIG_FHA_2;355;362;;PF00498;CLST014522
O75185;LIG_FHA_2;382;389;;PF00498;CLST014522
Q99685;LIG_FHA_2;128;135;;PF00498;CLST014522
P11229;LIG_FHA_2;286;293;;PF00498;CLST014522
P14616;LIG_FHA_2;61;68;;PF00498;CLST014522
Q17R60;LIG_FHA_2;172;179;;PF00498;CLST014522
P11226;LIG_FHA_2;21;28;;PF00498;CLST014522
Q8TEF2;LIG_FHA_2;25;32;;PF00498;CLST014522
P63010;LIG_FHA_2;360;367;;PF00498;CLST014522
Q8N158;LIG_FHA_2;159;166;;PF00498;CLST014522
Q6UW60;LIG_FHA_2;232;239;;PF00498;CLST014522
P40145;LIG_FHA_2;7;14;;PF00498;CLST014522
Q6UW68;LIG_FHA_2;79;86;;PF00498;CLST014522
Q15743;LIG_FHA_2;61;68;;PF00498;CLST014522
Q6ZSJ9;LIG_FHA_2;315;322;;PF00498;CLST014522
O15432;LIG_FHA_2;63;70;;PF00498;CLST014522
O95500;LIG_FHA_2;136;143;;PF00498;CLST014522
O95502;LIG_FHA_2;147;154;;PF00498;CLST014522
O15438;LIG_FHA_2;402;409;;PF00498;CLST014522
O15439;LIG_FHA_2;96;103;;PF00498;CLST014522
Q9NYK1;LIG_FHA_2;223;230;;PF00498;CLST014522
Q99536;LIG_FHA_2;9;16;;PF00498;CLST014522
Q9BQE5;LIG_FHA_2;27;34;;PF00498;CLST014522
P40855;LIG_FHA_2;40;47;;PF00498;CLST014522
Q9Y4G2;LIG_FHA_2;38;45;;PF00498;CLST014522
Q8IUK5;LIG_FHA_2;73;80;;PF00498;CLST014522
Q8TE99;LIG_FHA_2;271;278;;PF00498;CLST014522
Q9NS69;LIG_FHA_2;40;47;;PF00498;CLST014522
Q9NS68;LIG_FHA_2;327;334;;PF00498;CLST014522
Q9NS62;LIG_FHA_2;303;310;;PF00498;CLST014522
Q9NS61;LIG_FHA_2;100;107;;PF00498;CLST014522
Q9NS66;LIG_FHA_2;1;8;;PF00498;CLST014522
Q16891;LIG_FHA_2;322;329;;PF00498;CLST014522
A6NH21;LIG_FHA_2;79;86;;PF00498;CLST014522
Q03431;LIG_FHA_2;30;37;;PF00498;CLST014522
Q9H6L2;LIG_FHA_2;101;108;;PF00498;CLST014522
Q9HD36;LIG_FHA_2;7;14;;PF00498;CLST014522
Q14839;LIG_FHA_2;239;246;;PF00498;CLST014522
Q14831;LIG_FHA_2;134;141;;PF00498;CLST014522
Q14833;LIG_FHA_2;142;149;;PF00498;CLST014522
Q14832;LIG_FHA_2;49;56;;PF00498;CLST014522
O14745;LIG_FHA_2;257;264;;PF00498;CLST014522
O00300;LIG_FHA_2;16;23;;PF00498;CLST014522
Q5SRI9;LIG_FHA_2;204;211;;PF00498;CLST014522
P16444;LIG_FHA_2;82;89;;PF00498;CLST014522
P22413;LIG_FHA_2;65;72;;PF00498;CLST014522
P50406;LIG_FHA_2;100;107;;PF00498;CLST014522
Q16099;LIG_FHA_2;243;250;;PF00498;CLST014522
P50402;LIG_FHA_2;64;71;;PF00498;CLST014522
P55160;LIG_FHA_2;32;39;;PF00498;CLST014522
Q8NCH0;LIG_FHA_2;256;263;;PF00498;CLST014522
P52803;LIG_FHA_2;188;195;;PF00498;CLST014522
Q5JTH9;LIG_FHA_2;74;81;;PF00498;CLST014522
P55291;LIG_FHA_2;128;135;;PF00498;CLST014522
P55290;LIG_FHA_2;17;24;;PF00498;CLST014522
Q96C03;LIG_FHA_2;60;67;;PF00498;CLST014522
Q9P2P1;LIG_FHA_2;273;280;;PF00498;CLST014522
Q3T906;LIG_FHA_2;82;89;;PF00498;CLST014522
Q86VF5;LIG_FHA_2;301;308;;PF00498;CLST014522
Q9Y2V7;LIG_FHA_2;42;49;;PF00498;CLST014522
Q969X2;LIG_FHA_2;228;235;;PF00498;CLST014522
A8MWX3;LIG_FHA_2;54;61;;PF00498;CLST014522
Q8N8W4;LIG_FHA_2;125;132;;PF00498;CLST014522
A6NDV4;LIG_FHA_2;18;25;;PF00498;CLST014522
Q04844;LIG_FHA_2;437;444;;PF00498;CLST014522
Q9P0J0;LIG_FHA_2;126;133;;PF00498;CLST014522
Q86VH5;LIG_FHA_2;405;412;;PF00498;CLST014522
Q8NBJ5;LIG_FHA_2;297;304;;PF00498;CLST014522
Q8NBJ9;LIG_FHA_2;35;42;;PF00498;CLST014522
O75400;LIG_FHA_2;2;9;;PF00498;CLST014522
Q9H756;LIG_FHA_2;47;54;;PF00498;CLST014522
Q7LDG7;LIG_FHA_2;9;16;;PF00498;CLST014522
Q9UHF4;LIG_FHA_2;54;61;;PF00498;CLST014522
O00522;LIG_FHA_2;492;499;;PF00498;CLST014522
Q96S06;LIG_FHA_2;99;106;;PF00498;CLST014522
O00526;LIG_FHA_2;122;129;;PF00498;CLST014522
P17677;LIG_FHA_2;83;90;;PF00498;CLST014522
Q8NGL0;LIG_FHA_2;5;12;;PF00498;CLST014522
Q8NGL1;LIG_FHA_2;202;209;;PF00498;CLST014522
Q8NGL2;LIG_FHA_2;5;12;;PF00498;CLST014522
Q8NGL3;LIG_FHA_2;203;210;;PF00498;CLST014522
Q8NGL6;LIG_FHA_2;22;29;;PF00498;CLST014522
Q8NGL7;LIG_FHA_2;259;266;;PF00498;CLST014522
Q8NGL9;LIG_FHA_2;113;120;;PF00498;CLST014522
Q9Y4D8;LIG_FHA_2;106;113;;PF00498;CLST014522
Q8IYJ3;LIG_FHA_2;35;42;;PF00498;CLST014522
Q9BRQ5;LIG_FHA_2;23;30;;PF00498;CLST014522
P43003;LIG_FHA_2;34;41;;PF00498;CLST014522
Q92974;LIG_FHA_2;58;65;;PF00498;CLST014522
P43007;LIG_FHA_2;213;220;;PF00498;CLST014522
P43005;LIG_FHA_2;161;168;;PF00498;CLST014522
P43004;LIG_FHA_2;215;222;;PF00498;CLST014522
Q8WVF1;LIG_FHA_2;38;45;;PF00498;CLST014522
Q99946;LIG_FHA_2;113;120;;PF00498;CLST014522
Q8TC27;LIG_FHA_2;194;201;;PF00498;CLST014522
Q9NPI9;LIG_FHA_2;61;68;;PF00498;CLST014522
Q99943;LIG_FHA_2;240;247;;PF00498;CLST014522
Q99941;LIG_FHA_2;151;158;;PF00498;CLST014522
Q5RI15;LIG_FHA_2;101;108;;PF00498;CLST014522
Q9BSF0;LIG_FHA_2;11;18;;PF00498;CLST014522
Q96JJ3;LIG_FHA_2;62;69;;PF00498;CLST014522
Q96JJ6;LIG_FHA_2;119;126;;PF00498;CLST014522
Q96JJ7;LIG_FHA_2;115;122;;PF00498;CLST014522
Q6NT16;LIG_FHA_2;350;357;;PF00498;CLST014522
A1KZ92;LIG_FHA_2;50;57;;PF00498;CLST014522
Q7Z6J4;LIG_FHA_2;14;21;;PF00498;CLST014522
Q7Z6J6;LIG_FHA_2;465;472;;PF00498;CLST014522
Q05397;LIG_FHA_2;21;28;;PF00498;CLST014522
Q7Z6J2;LIG_FHA_2;147;154;;PF00498;CLST014522
Q14246;LIG_FHA_2;113;120;;PF00498;CLST014522
Q14247;LIG_FHA_2;21;28;;PF00498;CLST014522
Q14244;LIG_FHA_2;19;26;;PF00498;CLST014522
Q8IWX8;LIG_FHA_2;147;154;;PF00498;CLST014522
Q8IU99;LIG_FHA_2;115;122;;PF00498;CLST014522
Q8IWX5;LIG_FHA_2;211;218;;PF00498;CLST014522
P78352;LIG_FHA_2;54;61;;PF00498;CLST014522
Q8N6P7;LIG_FHA_2;56;63;;PF00498;CLST014522
O43699;LIG_FHA_2;37;44;;PF00498;CLST014522
Q96LT7;LIG_FHA_2;253;260;;PF00498;CLST014522
Q96LT4;LIG_FHA_2;43;50;;PF00498;CLST014522
P58215;LIG_FHA_2;28;35;;PF00498;CLST014522
O94956;LIG_FHA_2;144;151;;PF00498;CLST014522
Q9H3V2;LIG_FHA_2;16;23;;PF00498;CLST014522
Q86YB8;LIG_FHA_2;231;238;;PF00498;CLST014522
Q6PP77;LIG_FHA_2;428;435;;PF00498;CLST014522
A8MYU2;LIG_FHA_2;7;14;;PF00498;CLST014522
Q9GZR5;LIG_FHA_2;266;273;;PF00498;CLST014522
